6885	0.000214	0.000111	0.006484	0.005772	0.007268	0.017166	0.287294	0.012082	0.018887
21700	0.000748	0.000368	0.01971	0.018592	0.022603	0.052087	1.14899	0.039739	0.062597
55455	0.001833	0.000929	0.050785	0.048085	0.058767	0.136655	3.52269	0.07595	0.177006
122438	0.005267	0.002066	0.112698	0.108079	0.131475	0.304442	8.94844	0.113467	0.443889
242825	0.010255	0.004153	0.225593	0.216618	0.262725	0.614221	24.2145	0.193503	1.00104
443704	0.017602	0.008586	0.414987	0.400109	0.484772	1.11105	82.7706	0.444617	2.54071
760099	0.035133	0.016782	0.721846	0.696874	0.84557	1.89063	163.077	1.25651	6.00093
1235994	0.063963	0.030103	1.18293	1.14418	1.38417	3.18919	426.682	2.24983	12.4659
